,index,eventId,seriesId,matchId,teamId,teamName,map,oppTeamId,oppTeamName,teamScore,atkFirst,won,acs,kills,firstKills,deaths,firstDeaths,assists,damage,headshots,bodyshots,legshots,plants,defusals,clutches,clutchOpponents,clutchOpportunities,KDR,KD,FKD,KDA,spentCreds,loadoutValue,avgEconRating,dates
678,679,633,15774,32946,141,C9,Icebox,4435,UNNAMED,13,1,1,236.7058823529412,74,10,44,7,21,142.1764705882353,55,146,23,12,2,1,12,5,1.6818181818181819,30,3,74.47727272727273,2321.764705882353,3714.1176470588234,61.236382062325816,2021-07-23
679,680,633,15774,32946,4435,UNNAMED,Icebox,141,C9,4,0,0,161.9294117647059,44,7,74,10,25,101.03529411764706,35,131,12,3,2,1,48,14,0.5945945945945946,-30,-3,44.33783783783784,2499.4117647058824,2985.8823529411766,40.423629089197455,2021-07-23
656,657,633,15769,32931,278,TSM,Ascent,3343,UNNAMED,13,1,1,225.69473684210527,77,11,67,8,28,138.2421052631579,67,180,12,11,1,5,24,11,1.1492537313432836,10,3,77.41791044776119,2466.315789473684,3816.842105263158,56.05206999573197,2021-07-23
655,656,633,15770,32935,4169,BAIT,Bind,215,T1,7,1,0,200.8,70,9,78,11,20,124.46,55,168,37,9,1,2,41,15,0.8974358974358975,-8,-2,70.25641025641026,2357.0,3478.0,52.80441238862961,2021-07-23
677,678,633,15775,32950,1448,EG,Split,379,COL,6,1,0,170.77894736842106,55,9,79,10,27,109.57894736842105,50,114,16,8,2,0,45,13,0.6962025316455697,-24,-1,55.34177215189873,2488.9473684210525,3337.8947368421054,44.02622118841193,2021-07-23
653,654,633,15770,32934,4169,BAIT,Split,215,T1,7,0,0,165.61,57,8,80,12,17,106.49,46,165,25,4,1,1,50,14,0.7125,-23,-4,57.2125,2528.5,3195.0,42.11587897963219,2021-07-23
631,632,633,15768,32929,848,ZM,Breeze,95,NYFU,4,0,0,173.8470588235294,50,4,79,13,10,103.69411764705882,33,102,7,1,3,1,41,14,0.6329113924050633,-29,-9,50.12658227848101,2425.8823529411766,3137.0588235294117,42.74490785645004,2021-07-23
632,633,633,15763,32913,778,EZ5,Bind,978,GHST,9,1,0,164.84545454545454,65,5,88,17,18,101.32727272727273,54,129,19,9,1,2,54,15,0.7386363636363636,-23,-12,65.20454545454545,2570.4545454545455,3249.090909090909,39.41998231653404,2021-07-23
633,634,633,15763,32913,978,GHST,Bind,778,EZ5,13,0,1,224.3090909090909,88,17,65,5,41,138.3,72,174,19,7,3,2,26,11,1.353846153846154,23,12,88.63076923076923,2203.181818181818,3653.6363636363635,62.77284918506293,2021-07-23
634,635,633,15763,32914,778,EZ5,Breeze,978,GHST,8,1,0,186.65714285714284,64,13,80,8,21,117.65714285714286,42,153,11,9,1,1,45,14,0.8,-16,5,64.2625,2584.285714285714,3668.095238095238,45.527915975677175,2021-07-23
635,636,633,15763,32914,978,GHST,Breeze,778,EZ5,13,0,1,218.2952380952381,80,8,64,13,27,141.15238095238095,66,149,6,7,3,1,24,7,1.25,16,-5,80.421875,2461.4285714285716,3771.4285714285716,57.34571483846005,2021-07-23
654,655,633,15770,32935,215,T1,Bind,4169,BAIT,13,0,1,209.68,78,11,70,9,33,125.5,55,168,25,4,7,4,29,11,1.1142857142857143,8,2,78.47142857142858,2642.0,3624.0,47.50189250567752,2021-07-23
637,638,633,15773,32943,2411,AI,Ascent,78,BBG,6,0,0,196.33684210526314,63,11,80,8,20,119.93684210526315,53,159,28,5,2,2,37,15,0.7875,-17,3,63.25,2434.7368421052633,3000.0,49.260700389105054,2021-07-23
638,639,633,15773,32944,78,BBG,Icebox,2411,AI,13,0,1,230.41904761904763,84,10,69,11,29,143.2095238095238,54,184,19,9,2,4,28,12,1.2173913043478262,15,-1,84.42028985507247,2282.3809523809523,3794.7619047619046,62.745670769872724,2021-07-23
639,640,633,15773,32944,2411,AI,Icebox,78,BBG,8,1,0,191.67619047619047,69,11,84,10,19,114.74285714285715,49,160,15,8,2,3,43,14,0.8214285714285714,-15,1,69.22619047619048,2550.9523809523807,3456.6666666666665,44.9803994773194,2021-07-23
640,641,633,15764,32916,617,FAZE,Ascent,1215,UNNAMED,13,1,1,214.17,78,15,58,5,24,125.98,47,164,10,9,2,1,21,8,1.3448275862068966,20,10,78.41379310344827,2518.5,3894.0,50.02183839587056,2021-07-23
641,642,633,15764,32916,1215,UNNAMED,Ascent,617,FAZE,7,0,0,170.38,57,5,78,15,17,111.59,53,162,23,3,3,1,46,13,0.7307692307692307,-21,-10,57.217948717948715,2478.5,3353.5,45.02319951583619,2021-07-23
636,637,633,15773,32943,78,BBG,Ascent,2411,AI,13,1,1,222.98947368421054,80,8,63,11,44,133.96842105263158,42,199,17,10,2,5,21,10,1.2698412698412698,17,-3,80.6984126984127,2570.5263157894738,3773.157894736842,52.11711711711712,2021-07-23
643,644,633,15764,32917,1215,UNNAMED,Split,617,FAZE,7,1,0,203.83,69,6,80,14,15,125.9,56,155,13,6,1,2,37,14,0.8625,-11,-8,69.1875,2356.5,3537.0,53.42669212815616,2021-07-23
644,645,633,15762,32910,2954,SQ,Breeze,868,OOK,13,1,1,206.67368421052632,72,12,50,7,24,118.66315789473684,36,142,16,8,0,0,21,6,1.44,22,5,72.48,2300.5263157894738,4007.3684210526317,51.58087394188973,2021-07-23
645,646,633,15762,32910,868,OOK,Breeze,2954,SQ,6,0,0,155.37894736842105,50,7,72,12,15,93.77894736842106,26,105,15,1,1,0,52,13,0.6944444444444444,-22,-5,50.208333333333336,2349.4736842105262,3318.9473684210525,39.91487455197133,2021-07-23
646,647,633,15762,32911,2954,SQ,Bind,868,OOK,15,0,1,208.24285714285713,102,13,102,15,35,130.99285714285713,77,181,23,7,3,4,56,17,1.0,0,-2,102.34313725490196,2878.9285714285716,3746.785714285714,45.50055824339412,2021-07-23
647,648,633,15762,32911,868,OOK,Bind,2954,SQ,13,1,0,204.32857142857142,102,15,102,13,33,125.97142857142858,63,197,19,6,2,2,44,17,1.0,0,2,102.32352941176471,2928.9285714285716,3916.0714285714284,43.009389098890374,2021-07-23
648,649,633,15765,32919,417,IMT,Haven,4414,UNNAMED,13,1,1,245.75714285714287,66,11,33,3,22,158.55714285714285,44,125,10,10,0,3,10,4,2.0,33,8,66.66666666666667,2395.714285714286,4327.142857142857,66.18366129994037,2021-07-23
649,650,633,15765,32919,4414,UNNAMED,Haven,417,IMT,1,0,0,158.78571428571428,33,3,66,11,7,101.11428571428571,30,69,7,0,0,0,42,13,0.5,-33,-8,33.10606060606061,2352.8571428571427,2841.4285714285716,42.975106253794785,2021-07-23
630,631,633,15768,32929,95,NYFU,Breeze,848,ZM,13,1,1,246.98823529411766,79,13,50,4,24,150.4470588235294,51,172,14,9,1,4,16,8,1.58,29,9,79.48,2660.5882352941176,4136.470588235294,56.54653990714128,2021-07-23
651,652,633,15765,32920,4414,UNNAMED,Ascent,417,IMT,3,1,0,159.825,41,7,68,10,10,103.325,47,82,6,5,0,0,41,13,0.6029411764705882,-27,-3,41.14705882352941,2476.25,2981.875,41.72640080767289,2021-07-23
652,653,633,15770,32934,215,T1,Split,4169,BAIT,13,1,1,222.7,80,12,57,8,32,142.82,55,188,24,9,1,1,26,8,1.4035087719298245,23,4,80.56140350877193,2452.0,3709.5,58.2463295269168,2021-07-23
642,643,633,15764,32917,617,FAZE,Split,1215,UNNAMED,13,0,1,222.19,80,14,69,6,21,132.2,61,164,31,6,2,3,27,10,1.1594202898550725,11,8,80.30434782608695,2643.0,3491.5,50.018917896329924,2021-07-23
566,567,633,15798,33018,3771,DZ,Haven,278,TSM,13,1,1,206.225,90,15,89,9,36,123.675,49,186,30,9,5,3,39,14,1.0112359550561798,1,6,90.40449438202248,2646.6666666666665,3478.75,46.72858942065491,2021-07-24
567,568,633,15798,33018,278,TSM,Haven,3771,DZ,11,0,0,214.15833333333333,89,9,90,15,40,145.76666666666668,67,220,9,11,2,0,37,13,0.9888888888888889,-1,-6,89.44444444444444,2597.5,3675.4166666666665,56.118062239332694,2021-07-24
568,569,633,15798,33019,3771,DZ,Ascent,278,TSM,12,0,0,182.8,79,10,88,16,30,119.75384615384615,61,142,32,10,0,2,59,16,0.8977272727272727,-9,-6,79.3409090909091,2722.3076923076924,3853.4615384615386,43.98982763492512,2021-07-24
569,570,633,15798,33019,278,TSM,Ascent,3771,DZ,14,1,1,190.6076923076923,88,16,79,10,26,117.95384615384616,76,183,14,9,2,1,34,11,1.1139240506329113,9,6,88.32911392405063,2555.769230769231,3977.3076923076924,46.151993980436416,2021-07-24
570,571,633,15798,33020,3771,DZ,Icebox,278,TSM,8,1,0,173.43809523809523,59,10,80,11,20,108.97142857142858,46,112,8,12,2,1,43,13,0.7375,-21,-1,59.25,2480.0,3702.8571428571427,43.94009216589862,2021-07-24
574,575,633,15795,33010,978,GHST,Bind,617,FAZE,11,0,0,184.1,77,14,82,10,23,121.375,69,140,21,8,1,3,42,14,0.9390243902439024,-5,4,77.28048780487805,2628.75,3669.5833333333335,46.17213504517356,2021-07-24
572,573,633,15795,33009,978,GHST,Ascent,617,FAZE,12,1,0,189.33846153846153,85,11,90,15,38,126.35384615384615,76,159,22,8,2,1,45,13,0.9444444444444444,-5,-4,85.42222222222222,2743.076923076923,3900.3846153846152,46.062815479528886,2021-07-24
573,574,633,15795,33009,617,FAZE,Ascent,978,GHST,14,0,1,203.3923076923077,90,15,85,11,40,128.14615384615385,60,262,33,10,2,2,42,14,1.0588235294117647,5,4,90.47058823529412,2695.3846153846152,3541.923076923077,47.542808219178085,2021-07-24
575,576,633,15795,33010,617,FAZE,Bind,978,GHST,13,1,1,201.325,82,10,77,14,26,120.70833333333333,55,197,16,11,0,2,41,13,1.0649350649350648,5,-4,82.33766233766234,2413.75,3682.0833333333335,50.00863110650785,2021-07-24
571,572,633,15798,33020,278,TSM,Icebox,3771,DZ,13,0,1,213.33333333333334,80,11,59,10,36,126.62857142857143,48,162,7,8,6,1,27,8,1.3559322033898304,21,1,80.61016949152543,2451.904761904762,3986.6666666666665,51.644979607690814,2021-07-24
558,559,633,15797,33015,141,C9,Ascent,279,LG,9,1,0,210.11818181818182,77,10,82,12,26,137.53636363636363,63,182,16,8,1,1,43,14,0.9390243902439024,-5,-2,77.3170731707317,2490.0,3475.0,55.2354874041621,2021-07-25
559,560,633,15797,33015,279,LG,Ascent,141,C9,13,0,1,210.88181818181818,82,12,77,10,37,126.65454545454546,56,223,27,2,5,3,36,12,1.0649350649350648,5,2,82.48051948051948,2610.4545454545455,3409.5454545454545,48.51819606477451,2021-07-25
560,561,633,15797,33016,141,C9,Icebox,279,LG,9,0,0,209.8090909090909,81,11,81,11,30,130.6818181818182,63,238,17,4,4,2,42,15,1.0,0,0,81.37037037037037,2675.909090909091,3422.7272727272725,48.83641922880924,2021-07-25
561,562,633,15797,33016,279,LG,Icebox,141,C9,13,1,1,214.44545454545454,81,11,81,11,23,132.85454545454544,50,186,20,9,2,4,38,13,1.0,0,0,81.28395061728395,2486.3636363636365,3649.5454545454545,53.433272394881165,2021-07-25
563,564,633,15796,33012,78,BBG,Icebox,215,T1,9,0,0,184.66363636363636,72,9,85,13,29,109.84545454545454,33,197,17,5,3,1,44,14,0.8470588235294118,-13,-4,72.34117647058824,2503.6363636363635,3317.2727272727275,43.874364560639066,2021-07-25
564,565,633,15796,33013,215,T1,Ascent,78,BBG,13,0,1,204.4,78,11,66,11,25,127.01818181818182,52,196,12,4,5,2,29,10,1.1818181818181819,12,0,78.37878787878788,2118.181818181818,3625.4545454545455,59.96566523605151,2021-07-25
562,563,633,15796,33012,215,T1,Icebox,78,BBG,13,1,1,227.54545454545453,85,13,72,9,27,139.46363636363637,57,178,23,9,2,2,35,11,1.1805555555555556,13,4,85.375,2356.818181818182,3742.2727272727275,59.174541947926706,2021-07-25
565,566,633,15796,33013,78,BBG,Ascent,215,T1,9,1,0,170.5818181818182,66,11,78,11,30,105.85454545454546,50,157,28,7,1,1,47,14,0.8461538461538461,-12,0,66.38461538461539,2472.2727272727275,3730.909090909091,42.81669424526567,2021-07-25
1120,1191,643,16045,33674,3975,KCP,Bind,617,FAZE,9,1,0,185.2,144,18,178,26,50,112.93636363636364,114,300,20,16,4,4,94,30,0.8089887640449438,-34,-8,144.2808988764045,2591.3636363636365,3310.909090909091,43.58182774951762,2021-07-29
1121,1193,643,16045,33674,617,FAZE,Bind,3975,KCP,13,0,1,222.26363636363635,178,26,144,18,48,137.1818181818182,124,326,16,16,4,4,56,22,1.2361111111111112,34,8,178.33333333333334,2462.2727272727275,3857.2727272727275,55.71349455418128,2021-07-29
1122,1195,643,16044,33670,318,GENG,Breeze,1931,V1,13,1,1,225.3904761904762,252,27,186,36,87,141.16190476190476,186,624,39,21,3,3,90,27,1.3548387096774193,66,-9,252.46774193548387,2303.3333333333335,3902.3809523809523,61.28592102542898,2021-07-29
1123,1198,643,16044,33670,1931,V1,Breeze,318,GENG,8,0,0,176.75238095238095,186,36,252,27,60,114.13333333333334,132,546,99,12,3,3,129,42,0.7380952380952381,-66,9,186.23809523809524,2492.3809523809523,3177.6190476190477,45.7928926251433,2021-07-29
1124,1201,643,16044,33671,318,GENG,Haven,1931,V1,11,0,0,199.61666666666667,255,39,258,33,96,129.08333333333334,201,537,54,24,3,6,108,45,0.9883720930232558,-3,6,255.37209302325581,2533.75,3637.0833333333335,50.94556816313107,2021-07-29
1125,1204,643,16044,33671,1931,V1,Haven,318,GENG,13,1,1,202.0,258,33,255,39,90,126.075,168,660,60,24,9,15,126,42,1.011764705882353,3,-6,258.3529411764706,2542.5,3507.9166666666665,49.58702064896755,2021-07-29
1133,1228,643,15830,33118,279,LG,Split,3975,KCP,13,1,1,221.1578947368421,231,27,195,30,90,130.70526315789473,171,408,54,27,6,15,87,33,1.1846153846153846,36,-3,231.46153846153845,2440.5263157894738,3750.0,53.55617856372655,2021-07-29
1127,1210,643,16044,33672,1931,V1,Ascent,318,GENG,11,0,0,204.16666666666666,258,42,261,30,108,123.44166666666666,177,756,99,24,6,9,129,45,0.9885057471264368,-3,12,258.41379310344826,2545.8333333333335,3558.75,48.48772504091652,2021-07-29
1119,1189,643,16045,33673,617,FAZE,Ascent,3975,KCP,14,1,1,216.41538461538462,196,24,178,28,54,130.3,122,524,52,20,0,10,80,30,1.101123595505618,18,-4,196.30337078651687,2778.076923076923,3779.230769230769,46.902948913193974,2021-07-29
1129,1216,643,15830,33116,279,LG,Icebox,3975,KCP,10,1,0,207.6782608695652,240,21,273,51,78,135.09565217391304,201,483,42,24,9,3,135,42,0.8791208791208791,-33,-30,240.28571428571428,2646.9565217391305,3582.1739130434785,51.038107752956634,2021-07-29
1130,1219,643,15830,33117,3975,KCP,Ascent,279,LG,13,1,0,200.5142857142857,291,36,303,48,108,130.24285714285713,231,624,39,30,9,9,162,54,0.9603960396039604,-12,-12,291.35643564356434,2813.5714285714284,3743.214285714286,46.29093678598629,2021-07-29
1131,1222,643,15830,33117,279,LG,Ascent,3975,KCP,15,0,1,207.6,303,48,291,36,81,132.7357142857143,252,612,42,33,9,3,135,42,1.041237113402062,12,12,303.2783505154639,2845.714285714286,3815.714285714286,46.644076305220885,2021-07-29
1132,1225,643,15830,33118,3975,KCP,Split,279,LG,6,0,0,203.1263157894737,195,30,231,27,78,117.6,153,501,36,15,0,0,117,39,0.8441558441558441,-36,3,195.33766233766235,2504.2105263157896,3115.7894736842104,46.960907944514496,2021-07-29
1126,1207,643,16044,33672,318,GENG,Ascent,1931,V1,13,1,1,208.51666666666668,261,30,258,42,135,130.375,186,591,57,24,9,9,117,42,1.0116279069767442,3,-12,261.5232558139535,2584.5833333333335,3442.9166666666665,50.44333387070772,2021-07-29
1135,1233,643,15831,33119,617,FAZE,Split,281,RISE,2,0,0,158.68,72,8,134,22,26,106.49333333333334,58,218,18,0,0,0,90,26,0.5373134328358209,-62,-14,72.19402985074628,2342.0,2543.3333333333335,45.4711073156846,2021-07-29
1136,1235,643,15831,33120,281,RISE,Bind,617,FAZE,13,0,1,185.56666666666666,158,24,140,24,54,119.05833333333334,134,328,38,18,6,0,76,20,1.1285714285714286,18,0,158.38571428571427,2557.0833333333335,3797.5,46.56020857096301,2021-07-29
1137,1237,643,15831,33120,617,FAZE,Bind,281,RISE,11,1,0,174.46666666666667,140,24,158,24,32,110.58333333333333,116,206,36,18,4,0,96,26,0.8860759493670886,-18,0,140.20253164556962,2398.75,3562.5,46.10039951363557,2021-07-29
1138,1239,643,15829,33113,1931,V1,Haven,215,T1,10,1,0,169.8,195,33,240,36,90,107.72173913043478,123,537,69,27,12,9,162,45,0.8125,-45,-3,195.375,2505.6521739130435,3568.2608695652175,42.99149748394934,2021-07-29
1139,1242,643,15829,33113,215,T1,Haven,1931,V1,13,0,1,196.62608695652173,240,36,195,33,93,121.11304347826086,162,477,27,24,18,3,96,27,1.2307692307692308,45,3,240.47692307692307,2315.217391304348,4033.0434782608695,52.31173708920187,2021-07-29
1140,1245,643,15829,33114,1931,V1,Icebox,215,T1,13,1,1,200.4857142857143,225,33,195,33,57,120.18095238095238,168,387,54,27,21,6,108,30,1.1538461538461537,30,0,225.2923076923077,2560.9523809523807,3829.5238095238096,46.92822610635925,2021-07-29
1141,1248,643,15829,33114,215,T1,Icebox,1931,V1,8,0,0,185.33333333333334,195,33,225,33,72,119.03809523809524,102,393,72,27,9,3,120,39,0.8666666666666667,-30,0,195.32,2423.3333333333335,3629.0476190476193,49.12163489880134,2021-07-29
1142,1251,643,15829,33115,1931,V1,Split,215,T1,9,1,0,174.9090909090909,195,27,249,42,87,107.81818181818181,129,606,54,12,9,3,138,39,0.7831325301204819,-54,-15,195.34939759036143,2552.2727272727275,3381.3636363636365,42.243989314336595,2021-07-29
1143,1254,643,15829,33115,215,T1,Split,1931,V1,13,0,1,212.78181818181818,249,42,195,27,90,132.5818181818182,162,690,54,15,6,0,96,27,1.2769230769230768,54,15,249.46153846153845,2445.909090909091,3570.4545454545455,54.20553800408846,2021-07-29
1144,1257,643,15828,33110,318,GENG,Bind,278,TSM,13,1,1,204.30434782608697,255,30,231,39,93,124.91304347826087,216,579,75,18,6,12,123,39,1.103896103896104,24,-9,255.4025974025974,2533.478260869565,3646.521739130435,49.30495967049941,2021-07-29
1145,1260,643,15828,33110,278,TSM,Bind,318,GENG,10,0,0,201.95652173913044,228,39,255,30,57,132.59130434782608,186,498,30,18,0,9,129,45,0.8941176470588236,-27,9,228.2235294117647,2431.304347826087,3518.695652173913,54.535050071530755,2021-07-29
1146,1263,643,15828,33111,318,GENG,Split,278,TSM,21,0,0,206.925,441,48,423,72,213,135.37,297,1113,138,27,21,6,201,63,1.0425531914893618,18,-24,441.50354609929076,3398.75,3983.25,39.82934902537698,2021-07-29
1147,1266,643,15828,33111,278,TSM,Split,318,GENG,23,1,1,208.08,423,72,441,48,135,134.57,258,990,87,33,15,12,216,72,0.9591836734693877,-18,24,423.3061224489796,3369.5,3883.0,39.93767621308799,2021-07-29
1148,1269,643,15828,33112,318,GENG,Icebox,278,TSM,10,1,0,176.88695652173914,213,21,261,48,57,108.50434782608696,141,555,42,27,6,3,156,42,0.8160919540229885,-48,-27,213.2183908045977,2510.8695652173915,3544.782608695652,43.21385281385281,2021-07-29
1149,1272,643,15828,33112,278,TSM,Icebox,318,GENG,13,0,1,214.26956521739132,261,48,213,21,81,129.43478260869566,204,528,42,33,3,0,87,27,1.2253521126760563,48,27,261.38028169014086,2286.9565217391305,3886.086956521739,56.59695817490494,2021-07-29
1134,1231,643,15831,33119,281,RISE,Split,617,FAZE,13,1,1,228.93333333333334,134,22,72,8,40,134.24,88,294,36,20,0,2,20,6,1.8611111111111112,62,14,134.55555555555554,2378.0,3838.0,56.45079899074854,2021-07-29
1118,1187,643,16045,33673,3975,KCP,Ascent,617,FAZE,12,0,0,193.63846153846154,178,28,196,24,80,133.04615384615386,150,424,30,14,4,4,96,32,0.9081632653061225,-18,4,178.40816326530611,2739.6153846153848,3556.5384615384614,48.56380738452899,2021-07-29
1128,1213,643,15830,33116,3975,KCP,Icebox,279,LG,13,0,1,225.3913043478261,273,51,240,21,57,139.33913043478262,213,489,33,27,9,6,117,36,1.1375,33,30,273.2375,2444.782608695652,3657.391304347826,56.99448692868577,2021-07-29
1110,1167,643,16046,33677,278,TSM,Icebox,215,T1,8,0,0,201.86666666666667,216,36,237,27,45,124.3047619047619,168,558,24,15,0,6,99,39,0.9113924050632911,-21,9,216.18987341772151,2528.5714285714284,3526.6666666666665,49.16007532956686,2021-07-30
1109,1164,643,16046,33676,215,T1,Split,278,TSM,4,0,0,145.49411764705883,120,15,204,36,39,99.81176470588235,108,339,15,3,0,0,123,36,0.5882352941176471,-84,-21,120.19117647058823,2274.1176470588234,3165.294117647059,43.89032591826177,2021-07-30
1100,1145,643,16049,33685,215,T1,Split,617,FAZE,10,1,0,185.41739130434783,152,22,156,24,48,117.0,108,398,28,10,4,0,70,22,0.9743589743589743,-4,-2,152.30769230769232,2429.5652173913045,3378.2608695652175,48.15676449534717,2021-07-30
1101,1147,643,16049,33685,617,FAZE,Split,215,T1,13,0,1,197.84347826086957,156,24,152,22,46,123.79130434782608,104,392,54,12,4,4,72,22,1.0263157894736843,4,2,156.30263157894737,2357.8260869565215,3565.217391304348,52.50230499723401,2021-07-30
1102,1149,643,16049,33686,215,T1,Ascent,617,FAZE,10,0,0,186.68695652173912,146,22,152,24,46,122.3913043478261,118,334,34,10,2,2,98,28,0.9605263157894737,-6,-2,146.30263157894737,2364.3478260869565,3624.782608695652,51.76535490989335,2021-07-30
1103,1151,643,16049,33686,617,FAZE,Ascent,215,T1,13,1,1,196.96521739130435,152,24,146,22,82,130.5304347826087,120,438,36,12,0,2,58,18,1.0410958904109588,6,2,152.56164383561645,2471.304347826087,3559.5652173913045,52.81843771991555,2021-07-30
1104,1153,643,16048,33682,281,RISE,Ascent,318,GENG,13,1,1,238.33333333333334,134,16,80,14,42,142.38666666666666,90,264,42,24,0,2,10,6,1.675,54,2,134.525,2634.0,3820.6666666666665,54.05720070868134,2021-07-30
1106,1157,643,16048,33683,281,RISE,Bind,318,GENG,13,0,1,206.49166666666667,174,26,162,22,74,130.98333333333332,148,346,22,12,0,6,90,28,1.0740740740740742,12,4,174.45679012345678,2605.4166666666665,3563.75,50.27346873500719,2021-07-30
1107,1159,643,16048,33683,318,GENG,Bind,281,RISE,11,1,0,194.43333333333334,162,22,174,26,66,126.15,110,396,50,10,0,4,84,28,0.9310344827586207,-12,-4,162.3793103448276,2505.4166666666665,3642.9166666666665,50.35090636953268,2021-07-30
1105,1155,643,16048,33682,318,GENG,Ascent,281,RISE,2,0,0,172.86666666666667,80,14,134,16,36,110.48,66,228,52,0,4,0,70,24,0.5970149253731343,-54,-2,80.26865671641791,2327.3333333333335,2785.3333333333335,47.470638785448294,2021-07-30
1117,1185,643,16047,33680,281,RISE,Icebox,279,LG,2,0,0,162.18666666666667,76,8,136,22,30,106.48,72,206,20,0,2,0,88,26,0.5588235294117647,-60,-14,76.22058823529412,2330.6666666666665,2801.3333333333335,45.68649885583524,2021-07-30
1116,1183,643,16047,33680,279,LG,Icebox,281,RISE,13,1,1,234.45333333333335,136,22,76,8,58,144.61333333333334,98,222,22,20,0,4,18,8,1.7894736842105263,60,14,136.76315789473685,2527.3333333333335,3945.3333333333335,57.219730941704036,2021-07-30
1115,1181,643,16047,33679,281,RISE,Ascent,279,LG,9,1,0,194.5909090909091,140,24,172,20,44,124.07272727272728,142,372,24,12,2,0,86,26,0.813953488372093,-32,4,140.25581395348837,2461.818181818182,3370.909090909091,50.398818316100446,2021-07-30
1114,1179,643,16047,33679,279,LG,Ascent,281,RISE,13,0,1,214.01818181818183,172,20,140,24,52,131.20909090909092,134,356,28,12,0,2,62,20,1.2285714285714286,32,-4,172.37142857142857,2543.6363636363635,3460.0,51.58327376697642,2021-07-30
1113,1176,643,16046,33678,215,T1,Haven,278,TSM,6,0,0,165.37894736842105,159,27,201,30,66,106.14736842105263,153,387,24,15,6,3,96,30,0.7910447761194029,-42,-3,159.32835820895522,2334.7368421052633,3435.2631578947367,45.46438232642019,2021-07-30
1112,1173,643,16046,33678,278,TSM,Haven,215,T1,13,1,1,203.0421052631579,201,30,159,27,72,120.69473684210526,123,420,51,30,9,9,57,24,1.2641509433962264,42,3,201.45283018867926,2360.0,3790.0,51.14183764495985,2021-07-30
1111,1170,643,16046,33677,215,T1,Icebox,278,TSM,13,1,1,212.3904761904762,237,27,216,36,84,137.7904761904762,186,384,42,15,12,12,84,33,1.0972222222222223,21,-9,237.38888888888889,2425.2380952380954,3745.714285714286,56.81523659925387,2021-07-30
1108,1161,643,16046,33676,278,TSM,Split,215,T1,13,1,1,213.12941176470588,204,36,120,15,72,118.58823529411765,123,402,51,24,3,3,51,15,1.7,84,21,204.6,2513.529411764706,3982.3529411764707,47.17996723613386,2021-07-30
1090,1119,643,16056,33708,281,RISE,Ascent,617,FAZE,6,1,0,167.54736842105262,156,27,216,30,63,108.78947368421052,141,384,18,18,0,0,120,36,0.7222222222222222,-60,-3,156.29166666666666,2465.7894736842104,3257.3684210526317,44.119530416221984,2021-07-31
1086,1111,643,16110,33820,279,LG,Split,617,FAZE,12,1,0,198.63846153846154,178,30,206,22,54,134.35384615384615,148,312,38,12,4,4,90,32,0.8640776699029126,-28,8,178.2621359223301,2739.230769230769,3634.6153846153848,49.0480202190396,2021-07-31
1087,1113,643,16110,33820,617,FAZE,Split,279,LG,14,0,1,223.1076923076923,206,22,180,30,52,136.01538461538462,142,446,40,12,4,8,90,32,1.1444444444444444,26,-8,206.2888888888889,2774.6153846153848,3634.230769230769,49.02134738009426,2021-07-31
1088,1115,643,16110,33821,279,LG,Breeze,617,FAZE,12,0,0,187.83076923076922,170,32,196,20,38,121.33076923076923,146,238,12,18,0,4,100,32,0.8673469387755102,-26,12,170.19387755102042,2760.769230769231,3893.846153846154,43.94817497910281,2021-07-31
1089,1117,643,16110,33821,617,FAZE,Breeze,279,LG,14,1,1,214.8230769230769,196,20,170,32,62,134.90769230769232,144,390,18,16,6,0,76,24,1.1529411764705881,26,-12,196.36470588235295,2694.6153846153848,3795.769230769231,50.06565800742221,2021-07-31
1091,1122,643,16056,33708,617,FAZE,Ascent,281,RISE,13,0,1,208.4842105263158,216,30,156,27,93,127.49473684210527,117,510,39,15,6,3,54,18,1.3846153846153846,60,3,216.59615384615384,2396.315789473684,3912.1052631578946,53.20448056226664,2021-07-31
1099,1143,643,16053,33700,279,LG,Breeze,278,TSM,7,0,0,192.85,132,12,160,28,22,122.36,112,180,18,10,0,0,86,26,0.825,-28,-16,132.1375,2417.5,3492.5,50.614270941054805,2021-07-31
1093,1128,643,16056,33709,617,FAZE,Haven,281,RISE,10,1,0,164.12173913043478,192,30,240,39,78,116.54782608695652,153,408,51,24,0,3,135,36,0.8,-48,-9,192.325,2435.6521739130435,3504.782608695652,47.85076758300607,2021-07-31
1094,1131,643,16056,33710,281,RISE,Bind,617,FAZE,8,1,0,188.16190476190476,201,30,258,33,57,117.20952380952382,162,480,51,24,6,3,132,42,0.7790697674418605,-57,-3,201.22093023255815,2477.1428571428573,3235.2380952380954,47.31641676278355,2021-07-31
1095,1134,643,16056,33710,617,FAZE,Bind,281,RISE,13,0,1,224.14285714285714,258,33,201,30,99,134.44761904761904,156,567,39,24,9,6,72,30,1.2835820895522387,57,3,258.4925373134328,2461.4285714285716,3583.809523809524,54.621783710582314,2021-07-31
1096,1137,643,16053,33699,278,TSM,Bind,279,LG,13,0,1,216.42105263157896,152,28,106,10,46,123.45263157894736,74,306,10,12,2,4,50,16,1.4339622641509433,46,18,152.43396226415095,2355.2631578947367,3933.157894736842,52.415642458100564,2021-07-31
