,index,eventId,seriesId,matchId,teamId,teamName,map,oppTeamId,oppTeamName,teamScore,atkFirst,won,acs,kills,firstKills,deaths,firstDeaths,assists,damage,headshots,bodyshots,legshots,plants,defusals,clutches,clutchOpponents,clutchOpportunities,KDR,KD,FKD,KDA,spentCreds,loadoutValue,avgEconRating,dates
172,172,566,14192,29151,281,RISE,Split,3346,UNNAMED,13,1,1,232.65,99,15,78,9,41,145.34166666666667,71,248,17,8,3,1,32,12,1.2692307692307692,21,6,99.52564102564102,2536.6666666666665,3634.1666666666665,57.29632063074902,2021-07-01
173,173,566,14192,29151,3346,UNNAMED,Split,281,RISE,11,0,0,191.9,77,9,99,15,28,122.29166666666667,69,243,17,6,5,5,54,18,0.7777777777777778,-22,-6,77.28282828282828,2700.0,3420.4166666666665,45.293209876543216,2021-07-01
174,174,566,14195,29159,417,IMT,Ascent,771,LRS,13,1,1,245.25333333333333,70,10,31,5,28,154.28,59,137,13,10,1,0,6,2,2.2580645161290325,39,5,70.90322580645162,2279.3333333333335,3876.6666666666665,67.68645802866335,2021-07-01
175,175,566,14195,29159,771,LRS,Ascent,417,IMT,2,0,0,147.17333333333335,31,5,70,10,18,96.28,22,122,8,1,1,1,50,14,0.44285714285714284,-39,-5,31.257142857142856,2422.0,2890.6666666666665,39.752270850536746,2021-07-01
176,176,566,14195,29160,417,IMT,Split,771,LRS,15,0,1,226.72142857142856,111,16,85,12,28,139.15714285714284,82,236,28,12,2,1,31,13,1.3058823529411765,26,4,111.32941176470588,2821.4285714285716,3919.285714285714,49.32151898734177,2021-07-01
177,177,566,14195,29160,771,LRS,Split,417,IMT,13,1,0,186.1,84,12,112,16,45,117.55,68,225,26,9,3,3,55,17,0.75,-28,-4,84.40178571428571,2816.4285714285716,3683.9285714285716,41.73725589652549,2021-07-01
178,178,566,14187,29135,778,EZ5,Bind,3348,DNAD,13,1,1,217.3764705882353,67,10,42,7,26,130.8470588235294,51,135,15,9,1,0,16,4,1.5952380952380953,25,3,67.61904761904762,2253.529411764706,3667.0588235294117,58.06316888540851,2021-07-01
179,179,566,14187,29135,3348,DNAD,Bind,778,EZ5,4,0,0,153.83529411764707,42,7,68,10,17,99.63529411764706,33,115,10,2,0,0,49,13,0.6176470588235294,-26,-3,42.25,2403.529411764706,3330.0,41.45374449339207,2021-07-01
180,180,566,14187,29136,778,EZ5,Haven,3348,DNAD,10,0,0,196.02608695652174,79,12,87,11,35,122.51304347826087,50,196,20,6,2,1,42,14,0.9080459770114943,-8,1,79.40229885057471,2515.217391304348,3381.304347826087,48.708729472774415,2021-07-01
181,181,566,14187,29136,3348,DNAD,Haven,778,EZ5,13,1,1,216.50434782608696,87,11,79,12,33,131.43478260869566,63,203,16,8,2,2,38,12,1.1012658227848102,8,-1,87.41772151898734,2421.7391304347825,3501.7391304347825,54.27289048473968,2021-07-01
182,182,566,14187,29137,778,EZ5,Icebox,3348,DNAD,13,1,1,229.51764705882354,72,13,47,4,20,135.58823529411765,42,144,8,10,0,4,18,8,1.5319148936170213,25,9,72.42553191489361,2610.5882352941176,3917.0588235294117,51.93780982424516,2021-07-01
183,183,566,14187,29137,3348,DNAD,Icebox,778,EZ5,4,0,0,170.3294117647059,47,4,72,13,15,108.88235294117646,34,94,11,1,1,0,45,13,0.6527777777777778,-25,-9,47.208333333333336,2267.0588235294117,3030.5882352941176,48.028022833419826,2021-07-01
170,170,566,14192,29150,281,RISE,Ascent,3346,UNNAMED,13,0,1,231.23809523809524,88,13,68,9,25,139.6952380952381,65,216,10,9,3,2,24,10,1.2941176470588236,20,4,88.36764705882354,2467.6190476190477,3710.0,56.611346970281744,2021-07-01
185,185,566,14191,29147,3529,UNNAMED,Ascent,78,BBG,3,0,0,175.425,46,6,73,11,14,102.1875,35,107,8,3,0,0,43,13,0.6301369863013698,-27,-5,46.19178082191781,2495.625,3026.25,40.94665664913599,2021-07-01
198,198,566,14133,28974,279,LG,Haven,615,C9W,13,0,1,244.35294117647058,76,9,50,8,24,145.52941176470588,56,124,8,3,3,3,17,7,1.52,26,1,76.48,2191.176470588235,3681.176470588235,66.41610738255034,2021-07-01
184,184,566,14191,29147,78,BBG,Ascent,3529,UNNAMED,13,1,1,241.4375,73,11,46,6,32,140.7875,45,168,19,10,1,3,11,6,1.5869565217391304,27,5,73.69565217391305,2327.5,3686.25,60.48872180451127,2021-07-01
196,196,566,14133,28973,279,LG,Icebox,615,C9W,13,1,1,222.19,76,12,65,8,24,142.72,60,157,17,11,2,2,32,9,1.1692307692307693,11,4,76.36923076923077,2346.0,3623.5,60.83546462063086,2021-07-01
195,195,566,14249,29316,3702,LEVI,Haven,278,TSM,6,1,0,166.68421052631578,52,7,79,12,18,110.2421052631579,39,159,14,8,0,2,43,14,0.6582278481012658,-27,-5,52.22784810126582,2542.1052631578946,3242.1052631578946,43.3664596273292,2021-07-01
194,194,566,14249,29316,278,TSM,Haven,3702,LEVI,13,0,1,226.97894736842105,79,12,52,7,18,131.74736842105264,54,170,11,6,3,2,18,7,1.5192307692307692,27,5,79.34615384615384,2424.7368421052633,3741.0526315789475,54.33470805296288,2021-07-01
193,193,566,14249,29315,3702,LEVI,Split,278,TSM,8,0,0,186.46666666666667,66,14,75,7,21,117.68571428571428,45,217,22,3,2,1,41,13,0.88,-9,7,66.28,2374.7619047619046,3646.190476190476,49.55684780429116,2021-07-01
192,192,566,14249,29315,278,TSM,Split,3702,LEVI,13,1,1,199.8190476190476,75,7,66,14,19,123.45714285714286,61,129,6,7,1,1,32,9,1.1363636363636365,9,-7,75.28787878787878,2474.285714285714,3813.809523809524,49.89607390300231,2021-07-01
197,197,566,14133,28973,615,C9W,Icebox,279,LG,7,0,0,195.93,65,8,76,12,20,122.99,55,152,8,7,1,0,45,13,0.8552631578947368,-11,-4,65.26315789473684,2584.5,3480.0,47.58754111046624,2021-07-01
190,190,566,14189,29142,588,PK,Bind,3698,UNNAMED,13,1,1,255.94285714285715,68,7,44,7,24,156.72857142857143,52,104,6,12,0,5,12,6,1.5454545454545454,24,0,68.54545454545455,2709.285714285714,3815.0,57.848668600052726,2021-07-01
189,189,566,14189,29141,3698,UNNAMED,Haven,588,PK,4,0,0,183.48235294117646,51,9,79,8,20,124.08235294117647,42,140,20,4,1,2,41,15,0.6455696202531646,-28,1,51.25316455696203,2623.529411764706,2867.0588235294117,47.29596412556054,2021-07-01
188,188,566,14189,29141,588,PK,Haven,3698,UNNAMED,13,0,1,242.98823529411766,79,8,51,9,26,145.98823529411766,64,125,8,5,2,3,14,7,1.5490196078431373,28,-1,79.50980392156863,2587.6470588235293,3794.1176470588234,56.41736758354172,2021-07-01
187,187,566,14191,29148,3529,UNNAMED,Bind,78,BBG,6,1,0,181.17894736842106,57,5,82,14,16,109.93684210526315,40,116,7,5,1,1,48,14,0.6951219512195121,-25,-9,57.19512195121951,2455.2631578947367,3051.0526315789475,44.77599142550911,2021-07-01
186,186,566,14191,29148,78,BBG,Bind,3529,UNNAMED,13,0,1,235.38947368421051,82,14,57,5,37,139.03157894736842,52,194,17,6,1,3,20,9,1.4385964912280702,25,9,82.64912280701755,2565.2631578947367,3865.7894736842104,54.19778416085351,2021-07-01
191,191,566,14189,29142,3698,UNNAMED,Bind,588,PK,1,0,0,190.94285714285715,44,7,68,7,17,121.17142857142858,44,107,5,0,1,1,32,14,0.6470588235294118,-24,0,44.25,2402.8571428571427,2515.714285714286,50.42806183115339,2021-07-01
58,58,566,14223,29237,95,NYFU,Haven,778,EZ5,13,1,1,225.85882352941175,71,9,49,8,21,139.87058823529412,51,125,11,8,0,0,16,4,1.4489795918367347,22,1,71.42857142857143,2441.764705882353,3844.1176470588234,57.2825825102385,2021-07-02
59,59,566,14223,29237,778,EZ5,Haven,95,NYFU,4,0,0,178.57647058823528,49,8,71,9,23,107.18823529411765,44,95,9,2,0,0,43,13,0.6901408450704225,-22,-1,49.32394366197183,2440.5882352941176,3150.5882352941176,43.919016630513376,2021-07-02
60,60,566,14223,29238,95,NYFU,Breeze,778,EZ5,13,0,1,242.26315789473685,84,11,60,8,22,150.01052631578946,57,131,12,7,2,2,21,8,1.4,24,3,84.36666666666666,2560.5263157894738,4036.315789473684,58.585817060637204,2021-07-02
68,68,566,14218,29222,215,T1,Split,978,GHST,6,1,0,164.49473684210525,51,7,78,12,14,101.30526315789474,49,162,7,8,1,1,48,14,0.6538461538461539,-27,-5,51.17948717948718,2531.5789473684213,2823.684210526316,40.016632016632016,2021-07-02
61,61,566,14223,29238,778,EZ5,Breeze,95,NYFU,6,1,0,188.8,60,8,84,11,19,107.0,38,114,6,7,1,3,43,16,0.7142857142857143,-24,-3,60.226190476190474,2453.157894736842,3285.7894736842104,43.61724951727097,2021-07-02
63,63,566,14220,29228,63,NOBL,Haven,278,TSM,13,0,1,196.55652173913043,77,9,64,14,32,127.70434782608696,58,171,18,6,3,1,30,9,1.203125,13,-5,77.5,2479.1304347826085,3696.9565217391305,51.5117502630656,2021-07-02
64,64,566,14220,29229,278,TSM,Bind,63,NOBL,13,0,1,250.47142857142856,66,9,29,5,21,146.38571428571427,40,135,12,2,3,1,3,2,2.2758620689655173,37,4,66.72413793103448,2155.714285714286,4175.714285714285,67.90589794565936,2021-07-02
65,65,566,14220,29229,63,NOBL,Bind,278,TSM,1,1,0,140.85714285714286,29,5,66,9,11,87.47142857142858,23,69,15,3,0,0,43,13,0.4393939393939394,-37,-4,29.166666666666668,2450.0,2718.5714285714284,35.70262390670554,2021-07-02
66,66,566,14220,29230,278,TSM,Ascent,63,NOBL,2,1,0,153.50666666666666,36,6,66,9,7,90.77333333333333,26,72,3,8,0,0,43,13,0.5454545454545454,-30,-3,36.10606060606061,2528.0,2928.6666666666665,35.90717299578059,2021-07-02
67,67,566,14220,29230,63,NOBL,Ascent,278,TSM,13,0,1,234.01333333333332,66,9,36,6,25,134.2,41,169,16,3,6,0,10,2,1.8333333333333333,30,3,66.69444444444444,2276.6666666666665,4057.3333333333335,58.94582723279648,2021-07-02
57,57,566,14215,29214,2930,UNNAMED,Split,603,XSET,7,1,0,176.79,58,9,84,12,16,114.39,49,135,13,4,2,1,50,14,0.6904761904761905,-26,-3,58.19047619047619,2447.5,3381.0,46.73748723186925,2021-07-02
62,62,566,14220,29228,278,TSM,Haven,63,NOBL,10,1,0,167.1304347826087,64,14,77,9,16,110.66956521739131,51,138,17,8,1,1,47,14,0.8311688311688312,-13,5,64.20779220779221,2436.9565217391305,3671.304347826087,45.41302408563783,2021-07-02
56,56,566,14215,29214,603,XSET,Split,2930,UNNAMED,13,0,1,231.3,84,12,58,9,29,142.64,55,180,20,5,2,1,24,8,1.4482758620689655,26,3,84.5,2619.5,3752.0,54.45313991219698,2021-07-02
49,49,566,14213,29208,1448,EG,Haven,388,SEN,6,0,0,191.93684210526317,58,7,81,12,21,131.02105263157895,52,159,13,1,1,2,46,15,0.7160493827160493,-23,-5,58.25925925925926,2556.315789473684,3165.7894736842104,51.25386040765905,2021-07-02
54,54,566,14215,29213,603,XSET,Icebox,2930,UNNAMED,13,1,1,234.82222222222222,76,13,57,5,25,137.65555555555557,46,156,25,7,1,2,20,7,1.3333333333333333,19,8,76.43859649122807,2368.3333333333335,3893.3333333333335,58.12338728594886,2021-07-02
53,53,566,14221,29232,863,YPF,Split,1931,V1,8,1,0,200.62857142857143,70,9,83,12,29,129.8761904761905,52,185,13,8,0,1,43,13,0.8433734939759037,-13,-3,70.34939759036145,2532.3809523809523,3441.4285714285716,51.28619781872885,2021-07-02
52,52,566,14221,29232,1931,V1,Split,863,YFP,13,0,1,220.62857142857143,83,12,70,9,21,133.11428571428573,55,195,25,5,3,2,28,10,1.1857142857142857,13,3,83.3,2572.8571428571427,3634.285714285714,51.737923375902284,2021-07-02
51,51,566,14221,29231,863,YPF,Ascent,1931,V1,7,0,0,197.66,65,6,85,14,30,135.03,55,158,16,6,3,3,42,16,0.7647058823529411,-20,-8,65.3529411764706,2422.0,3061.0,55.7514450867052,2021-07-02
50,50,566,14221,29231,1931,V1,Ascent,863,YFP,13,1,1,234.73,85,14,65,6,32,138.92,53,199,19,12,2,3,21,10,1.3076923076923077,20,8,85.49230769230769,2544.0,3698.0,54.60691823899371,2021-07-02
48,48,566,14213,29208,388,SEN,Haven,1448,EG,13,1,1,233.7263157894737,81,12,58,7,29,136.43157894736842,51,165,20,8,0,3,22,9,1.396551724137931,23,5,81.5,2611.5789473684213,3765.2631578947367,52.241031841999195,2021-07-02
47,47,566,14213,29207,1448,EG,Icebox,388,SEN,10,1,0,189.17391304347825,73,9,93,14,17,119.21739130434783,57,140,13,5,1,3,56,16,0.7849462365591398,-20,-5,73.18279569892474,2459.1304347826085,3404.782608695652,48.47949080622348,2021-07-02
46,46,566,14213,29207,388,SEN,Icebox,1448,EG,13,0,1,227.91304347826087,92,14,73,9,38,141.94782608695652,62,189,11,7,1,0,32,10,1.2602739726027397,19,5,92.52054794520548,2546.086956521739,3990.0,55.751366120218584,2021-07-02
45,45,566,14225,29244,2411,AI,Haven,141,C9,7,1,0,185.56,65,8,79,12,16,118.42,57,139,11,8,1,0,39,13,0.8227848101265823,-14,-4,65.20253164556962,2605.5,3382.0,45.450009595087316,2021-07-02
44,44,566,14225,29244,141,C9,Haven,2411,AI,13,0,1,226.52,79,12,65,8,30,139.94,61,162,14,8,3,3,28,10,1.2153846153846153,14,4,79.46153846153847,2479.0,3528.0,56.450181524808386,2021-07-02
43,43,566,14225,29243,2411,AI,Icebox,141,C9,6,0,0,178.53684210526316,57,9,76,10,17,109.41052631578947,44,113,5,3,1,0,45,13,0.75,-19,-1,57.223684210526315,2494.2105263157896,3451.0526315789475,43.86579447140747,2021-07-02
42,42,566,14225,29243,141,C9,Icebox,2411,AI,13,1,1,220.96842105263158,76,10,57,9,30,143.41052631578947,58,151,11,9,1,0,23,6,1.3333333333333333,19,1,76.52631578947368,2328.4210526315787,3793.684210526316,61.591320072332735,2021-07-02
69,69,566,14218,29222,978,GHST,Split,215,T1,13,0,1,220.6315789473684,78,12,51,7,25,141.0,61,155,16,5,5,3,22,8,1.5294117647058822,27,5,78.49019607843137,2148.9473684210525,3904.2105263157896,65.61351947097722,2021-07-02
55,55,566,14215,29213,2930,UNNAMED,Icebox,603,XSET,5,0,0,189.05555555555554,57,5,76,13,21,113.67777777777778,36,138,7,3,0,0,39,12,0.75,-19,-8,57.276315789473685,2489.4444444444443,3212.777777777778,45.66391430484267,2021-07-02
70,70,566,14218,29223,215,T1,Haven,978,GHST,13,0,1,248.92307692307693,62,12,24,2,23,141.36923076923077,40,108,3,1,3,2,3,2,2.5833333333333335,38,10,62.958333333333336,1938.4615384615386,4170.0,72.92857142857143,2021-07-02
82,82,566,14228,29253,417,IMT,Icebox,3975,KCP,13,0,1,216.57,77,13,63,7,29,134.03,47,171,12,7,3,1,30,8,1.2222222222222223,14,6,77.46031746031746,2401.0,3715.5,55.8225739275302,2021-07-02
72,72,566,14218,29224,215,T1,Bind,978,GHST,13,1,1,216.475,65,13,33,3,37,123.5625,46,126,18,8,1,1,12,4,1.9696969696969697,32,10,66.12121212121212,2318.125,3896.875,53.302777028848745,2021-07-02
99,99,566,14214,29211,590,RNG,Breeze,2954,SQ,14,1,0,193.52666666666667,99,13,113,17,38,124.10666666666667,56,249,16,11,1,3,55,19,0.8761061946902655,-14,-4,99.33628318584071,2998.6666666666665,3989.6666666666665,41.38728323699422,2021-07-02
100,100,566,14222,29234,279,LG,Split,379,COL,16,1,1,211.52666666666667,112,14,107,16,46,135.16666666666666,88,253,22,8,2,4,47,17,1.0467289719626167,5,-2,112.42990654205607,3005.3333333333335,3840.6666666666665,44.97559893522626,2021-07-02
101,101,566,14222,29234,379,COL,Split,279,LG,14,0,0,210.09333333333333,107,16,112,14,23,137.28666666666666,77,273,21,8,1,2,57,18,0.9553571428571429,-5,2,107.20535714285714,2946.6666666666665,3831.6666666666665,46.59049773755656,2021-07-02
71,71,566,14218,29223,978,GHST,Haven,215,T1,0,1,0,118.46153846153847,24,2,62,12,7,67.1076923076923,17,48,2,3,0,0,46,12,0.3870967741935484,-38,-10,24.112903225806452,2469.230769230769,2884.6153846153848,27.177570093457945,2021-07-02
102,102,566,14222,29235,279,LG,Icebox,379,COL,14,1,1,205.8230769230769,93,14,99,12,23,127.04615384615384,78,142,16,9,3,3,45,15,0.9393939393939394,-6,2,93.23232323232324,2768.4615384615386,3597.6923076923076,45.89052514587385,2021-07-02
103,103,566,14222,29235,379,COL,Icebox,279,LG,12,1,0,225.83076923076922,99,12,93,14,28,147.46153846153845,73,229,17,11,1,1,45,15,1.064516129032258,6,-2,99.3010752688172,2573.076923076923,3846.923076923077,57.309417040358746,2021-07-02
104,104,566,14216,29216,617,FAZE,Ascent,3771,DZ,13,1,0,214.92142857142858,101,14,100,14,33,140.09285714285716,72,237,28,10,1,3,45,17,1.01,1,0,101.33,2833.214285714286,3714.6428571428573,49.446615404008575,2021-07-02
105,105,566,14216,29216,3771,DZ,Ascent,617,FAZE,15,0,1,205.20714285714286,100,14,102,14,31,126.62857142857143,75,278,29,9,3,3,49,16,0.9803921568627451,-2,0,100.30392156862744,2992.1428571428573,3887.8571428571427,42.32036285509668,2021-07-02
106,106,566,14216,29217,617,FAZE,Haven,3771,DZ,13,0,1,243.2941176470588,75,9,41,8,30,147.51764705882354,46,155,7,4,5,1,13,5,1.829268292682927,34,1,75.73170731707317,2077.0588235294117,3718.235294117647,71.02237326536392,2021-07-02
107,107,566,14216,29217,3771,DZ,Haven,617,FAZE,4,1,0,149.04705882352943,41,8,75,9,15,91.18823529411765,32,108,6,9,0,1,49,14,0.5466666666666666,-34,-1,41.2,2682.9411764705883,3147.0588235294117,33.98816049112037,2021-07-02
108,108,566,14216,29218,617,FAZE,Icebox,3771,DZ,10,1,0,195.27826086956523,77,11,85,12,25,125.42608695652174,61,153,18,8,0,1,46,14,0.9058823529411765,-8,-1,77.29411764705883,2391.304347826087,3596.086956521739,52.45090909090909,2021-07-02
109,109,566,14216,29218,3771,DZ,Icebox,617,FAZE,13,0,1,202.22608695652173,85,12,77,11,23,120.59130434782608,48,184,12,8,2,2,37,11,1.103896103896104,8,1,85.2987012987013,2499.1304347826085,3871.7391304347825,48.25330549756438,2021-07-02
110,110,566,14217,29219,75,ENVY,Bind,3343,UNNAMED,13,1,1,237.32,67,8,38,7,31,137.88,51,115,9,10,2,1,8,3,1.763157894736842,29,1,67.8157894736842,2431.3333333333335,3870.0,56.70962434877981,2021-07-02
111,111,566,14217,29219,3343,UNNAMED,Bind,75,ENVY,2,0,0,157.36,38,7,67,8,19,97.56,30,88,7,2,0,0,41,12,0.5671641791044776,-29,-1,38.28358208955224,2294.6666666666665,2940.6666666666665,42.51597908192911,2021-07-02
112,112,566,14217,29220,75,ENVY,Ascent,3343,UNNAMED,13,0,1,226.625,97,16,82,9,33,141.525,71,236,23,9,4,2,32,13,1.1829268292682926,15,7,97.40243902439025,2613.75,3844.5833333333335,54.146341463414636,2021-07-02
113,113,566,14217,29220,3343,UNNAMED,Ascent,75,ENVY,11,1,0,198.93333333333334,82,9,97,16,33,130.06666666666666,67,168,22,6,6,2,48,15,0.845360824742268,-15,-7,82.34020618556701,2653.3333333333335,3400.0,49.020100502512555,2021-07-02
114,114,566,14224,29240,318,GENG,Breeze,588,PK,11,1,1,204.51666666666668,83,17,86,7,26,134.24166666666667,60,199,7,10,1,3,44,16,0.9651162790697675,-3,10,83.30232558139535,2257.0833333333335,3503.3333333333335,59.47572457079564,2021-07-02
115,115,566,14224,29240,588,PK,Breeze,318,GENG,13,0,0,194.60833333333332,85,7,83,17,31,123.44166666666666,63,161,24,8,3,3,40,13,1.0240963855421688,2,-10,85.37349397590361,2655.8333333333335,3573.75,46.47944775651082,2021-07-02
117,117,566,14224,29241,588,PK,Bind,318,GENG,8,1,0,171.36190476190475,61,10,73,11,22,112.53333333333333,45,154,13,7,0,2,40,13,0.8356164383561644,-12,-1,61.3013698630137,2355.714285714286,3540.4761904761904,47.77036587831009,2021-07-02
118,118,566,14224,29242,318,GENG,Split,588,PK,13,1,1,220.23333333333332,71,15,52,3,34,131.84444444444443,45,179,17,9,2,3,21,8,1.3653846153846154,19,12,71.65384615384616,2626.6666666666665,3955.5555555555557,50.19458544839255,2021-07-02
119,119,566,14224,29242,588,PK,Split,318,GENG,5,0,0,174.32222222222222,51,2,71,15,21,116.45555555555555,40,147,18,3,2,0,37,12,0.7183098591549296,-20,-13,51.29577464788732,2311.6666666666665,3098.3333333333335,50.37731314587839,2021-07-02
98,98,566,14214,29211,2954,SQ,Breeze,590,RNG,16,0,1,215.93333333333334,113,17,99,13,35,132.12,55,284,20,6,6,3,48,16,1.1414141414141414,14,4,113.35353535353535,2995.0,3945.3333333333335,44.11352253756261,2021-07-02
97,97,566,14214,29210,590,RNG,Icebox,2954,SQ,10,0,0,206.75652173913045,82,9,89,14,25,132.68695652173912,54,185,23,7,1,3,46,16,0.9213483146067416,-7,-5,82.28089887640449,2670.0,3707.8260869565215,49.69548933398469,2021-07-02
116,116,566,14224,29241,318,GENG,Bind,588,PK,13,0,1,197.22857142857143,73,11,61,10,23,121.0,49,143,16,7,1,2,32,10,1.1967213114754098,12,1,73.37704918032787,2323.3333333333335,3723.809523809524,52.08034433285509,2021-07-02
95,95,566,14226,29248,281,RISE,Bind,78,BBG,13,0,1,244.78571428571428,65,13,32,1,18,141.92857142857142,43,157,6,2,2,2,6,3,2.03125,33,12,65.5625,2432.1428571428573,3688.5714285714284,58.35535976505139,2021-07-02
90,90,566,14226,29246,78,BBG,Haven,281,RISE,13,1,1,215.86,77,10,63,10,35,137.34,62,169,12,10,2,4,28,11,1.2222222222222223,14,0,77.55555555555556,2581.0,3903.0,53.21193335916312,2021-07-02
89,89,566,14227,29250,1137,VIRT,Bind,116,NRG,13,0,1,228.72380952380954,88,14,67,7,25,134.37142857142857,60,178,17,9,1,3,28,11,1.3134328358208955,21,7,88.3731343283582,2590.9523809523807,3631.904761904762,51.86179011211175,2021-07-02
88,88,566,14227,29250,116,NRG,Bind,1137,VIRT,8,1,0,190.55238095238096,67,7,88,14,23,128.2952380952381,54,156,12,7,2,2,49,15,0.7613636363636364,-21,-7,67.26136363636364,2509.0476190476193,3207.1428571428573,51.13304232302144,2021-07-02
87,87,566,14227,29249,1137,VIRT,Ascent,116,NRG,13,1,1,197.6695652173913,80,14,74,9,38,124.9304347826087,56,161,15,7,3,0,37,10,1.0810810810810811,6,5,80.51351351351352,2411.7391304347825,3720.8695652173915,51.80097349918875,2021-07-02
86,86,566,14227,29249,116,NRG,Ascent,1137,VIRT,10,0,0,189.8608695652174,74,9,80,14,21,116.09565217391304,64,150,8,7,1,1,43,13,0.925,-6,-5,74.2625,2545.217391304348,3683.0434782608695,45.61325589340622,2021-07-02
85,85,566,14228,29254,3975,KCP,Bind,417,IMT,13,0,1,203.88181818181818,80,13,72,9,30,126.34545454545454,53,168,12,7,4,1,31,9,1.1111111111111112,8,4,80.41666666666667,2562.2727272727275,3690.909090909091,49.309916622316834,2021-07-02
84,84,566,14228,29254,417,IMT,Bind,3975,KCP,9,1,0,190.4,72,9,80,13,24,117.01818181818182,56,188,18,9,1,1,42,14,0.9,-8,-4,72.3,2525.909090909091,3393.181818181818,46.32715493971567,2021-07-02
83,83,566,14228,29253,3975,KCP,Icebox,417,IMT,7,1,0,189.41,63,7,77,13,23,126.85,50,168,13,7,1,0,44,13,0.8181818181818182,-14,-6,63.298701298701296,2578.0,3616.0,49.20480993017843,2021-07-02
81,81,566,14228,29252,3975,KCP,Ascent,417,IMT,13,0,1,207.95833333333334,88,8,85,16,32,131.1,60,205,13,11,3,4,37,14,1.035294117647059,3,-8,88.37647058823529,2548.75,3692.9166666666665,51.436978911230995,2021-07-02
96,96,566,14214,29210,2954,SQ,Icebox,590,RNG,13,1,1,217.38260869565218,89,14,82,9,36,139.56521739130434,53,183,15,7,4,3,38,13,1.0853658536585367,7,5,89.4390243902439,2486.521739130435,3600.8695652173915,56.12869382759223,2021-07-02
80,80,566,14228,29252,417,IMT,Ascent,3975,KCP,11,1,0,201.525,85,16,88,8,39,126.99166666666666,75,178,22,8,4,1,42,14,0.9659090909090909,-3,8,85.44318181818181,2581.25,3642.0833333333335,49.197740112994346,2021-07-02
